Market Dataset,ecoinvent location,Market group location,Peak power (kWp),Installation,Technology,Placement,Build,Placement2,Annual production
"market for electricity, low voltage",IN-North-eastern grid,INDIA,3, facade , single-Si, panel, mounted, at building,
"market for electricity, low voltage",IN-North-eastern grid,INDIA,3, flat-roof , multi-Si, on roof,,,
"market for electricity, low voltage",IN-North-eastern grid,INDIA,3, flat-roof , single-Si, on roof,,,
"market for electricity, low voltage",IN-North-eastern grid,INDIA,3, slanted-roof , CIS, panel, mounted, on roof,
"market for electricity, low voltage",IN-North-eastern grid,INDIA,3, slanted-roof , CdTe, laminated, integrated, on roof,
"market for electricity, low voltage",IN-North-eastern grid,INDIA,3, slanted-roof , multi-Si, laminated, integrated, on roof,
"market for electricity, low voltage",IN-North-eastern grid,INDIA,3, slanted-roof , multi-Si, panel, mounted, on roof,
"market for electricity, low voltage",IN-North-eastern grid,INDIA,3, slanted-roof , single-Si, laminated, integrated, on roof,
"market for electricity, low voltage",IN-North-eastern grid,INDIA,3, slanted-roof , single-Si, panel, mounted, on roof,
"market for electricity, high voltage",BR-Southern grid,BRA,156, flat-roof , multi-Si, on roof,,,1330.58
"market for electricity, high voltage",BR-Southern grid,BRA,156, flat-roof , single-Si, on roof,,,1330.58
"market for electricity, high voltage",BR-Southern grid,BRA,570, open ground , CIS, on open ground,,,1387.14
"market for electricity, high voltage",BR-Southern grid,BRA,570, open ground , CdTe, on open ground,,,1451.98
"market for electricity, high voltage",BR-Southern grid,BRA,570, open ground , micro-Si, on open ground,,,1388.63
"market for electricity, high voltage",BR-Southern grid,BRA,570, open ground , multi-Si, on open ground,,,1388.63
"market for electricity, high voltage",BR-Southern grid,BRA,570, open ground , single-Si, on open ground,,,1388.63
"market for electricity, high voltage",BR-Southern grid,BRA,93, slanted-roof , multi-Si, laminated, integrated, on roof,1330.58
"market for electricity, high voltage",BR-Southern grid,BRA,93, slanted-roof , multi-Si, panel, mounted, on roof,1330.58
"market for electricity, high voltage",BR-Southern grid,BRA,93, slanted-roof , single-Si, laminated, integrated, on roof,1330.58
"market for electricity, high voltage",BR-Southern grid,BRA,93, slanted-roof , single-Si, panel, mounted, on roof,1330.58
"market for electricity, low voltage",AM,RUS,3, slanted-roof , CIS, laminated, integrated, on roof,797.51
"market for electricity, low voltage",AM,RUS,3, slanted-roof , CdTe, panel, mounted, on roof,762.67
"market for electricity, low voltage",AM,RUS,3, slanted-roof , micro-Si, laminated, integrated, on roof,785.5
"market for electricity, low voltage",AM,RUS,3, slanted-roof , micro-Si, panel, mounted, on roof,785.5
"market for electricity, low voltage",AM,RUS,3, facade , multi-Si, laminated, integrated, at building,841.62
"market for electricity, low voltage",AM,RUS,3, facade , multi-Si, panel, mounted, at building,841.62
"market for electricity, low voltage",AM,RUS,3, facade , single-Si, laminated, integrated, at building,841.62
"market for electricity, low voltage",AM,RUS,3, facade , single-Si, panel, mounted, at building,841.62
"market for electricity, low voltage",AM,RUS,3, flat-roof , multi-Si, on roof,,,785.5
"market for electricity, low voltage",AM,RUS,3, flat-roof , single-Si, on roof,,,785.5
"market for electricity, low voltage",AM,RUS,3, slanted-roof , CIS, panel, mounted, on roof,797.51
"market for electricity, low voltage",AM,RUS,3, slanted-roof , CdTe, laminated, integrated, on roof,762.67
"market for electricity, low voltage",AM,RUS,3, slanted-roof , multi-Si, laminated, integrated, on roof,785.5
"market for electricity, low voltage",AM,RUS,3, slanted-roof , multi-Si, panel, mounted, on roof,785.5
"market for electricity, low voltage",AM,RUS,3, slanted-roof , single-Si, laminated, integrated, on roof,785.5
"market for electricity, low voltage",AM,RUS,3, slanted-roof , single-Si, panel, mounted, on roof,785.5
"market for electricity, low voltage",BR-South-eastern/Mid-western grid,BRA,3, slanted-roof , CIS, laminated, integrated, on roof,1360.32
"market for electricity, low voltage",BR-South-eastern/Mid-western grid,BRA,3, slanted-roof , CdTe, panel, mounted, on roof,1428.75
"market for electricity, low voltage",BR-South-eastern/Mid-western grid,BRA,3, slanted-roof , micro-Si, laminated, integrated, on roof,1330.58
"market for electricity, low voltage",BR-South-eastern/Mid-western grid,BRA,3, slanted-roof , micro-Si, panel, mounted, on roof,1330.58
"market for electricity, low voltage",BR-South-eastern/Mid-western grid,BRA,3, facade , multi-Si, laminated, integrated, at building,473.62
"market for electricity, low voltage",BR-South-eastern/Mid-western grid,BRA,3, facade , multi-Si, panel, mounted, at building,473.62
"market for electricity, low voltage",BR-South-eastern/Mid-western grid,BRA,3, facade , single-Si, laminated, integrated, at building,473.62
"market for electricity, low voltage",BR-South-eastern/Mid-western grid,BRA,3, facade , single-Si, panel, mounted, at building,473.62
"market for electricity, low voltage",BR-South-eastern/Mid-western grid,BRA,3, flat-roof , multi-Si, on roof,,,1330.58
"market for electricity, low voltage",BR-South-eastern/Mid-western grid,BRA,3, flat-roof , single-Si, on roof,,,1330.58
"market for electricity, low voltage",BR-South-eastern/Mid-western grid,BRA,3, slanted-roof , CIS, panel, mounted, on roof,1360.32
"market for electricity, low voltage",BR-South-eastern/Mid-western grid,BRA,3, slanted-roof , CdTe, laminated, integrated, on roof,1428.75
"market for electricity, low voltage",BR-South-eastern/Mid-western grid,BRA,3, slanted-roof , multi-Si, laminated, integrated, on roof,1330.58
"market for electricity, low voltage",BR-South-eastern/Mid-western grid,BRA,3, slanted-roof , multi-Si, panel, mounted, on roof,1330.58
"market for electricity, low voltage",BR-South-eastern/Mid-western grid,BRA,3, slanted-roof , single-Si, laminated, integrated, on roof,1330.58
"market for electricity, low voltage",BR-South-eastern/Mid-western grid,BRA,3, slanted-roof , single-Si, panel, mounted, on roof,1330.58
"market for electricity, low voltage",PK,RSAS,3, slanted-roof , CIS, laminated, integrated, on roof,1432.15
"market for electricity, low voltage",PK,RSAS,3, slanted-roof , CdTe, panel, mounted, on roof,1452.75
"market for electricity, low voltage",PK,RSAS,3, slanted-roof , micro-Si, laminated, integrated, on roof,1416.33
"market for electricity, low voltage",PK,RSAS,3, slanted-roof , micro-Si, panel, mounted, on roof,1416.33
"market for electricity, low voltage",PK,RSAS,3, facade , multi-Si, laminated, integrated, at building,996.22
"market for electricity, low voltage",PK,RSAS,3, facade , multi-Si, panel, mounted, at building,996.22
"market for electricity, low voltage",PK,RSAS,3, facade , single-Si, laminated, integrated, at building,996.22
"market for electricity, low voltage",PK,RSAS,3, facade , single-Si, panel, mounted, at building,996.22
"market for electricity, low voltage",PK,RSAS,3, flat-roof , multi-Si, on roof,,,1416.33
"market for electricity, low voltage",PK,RSAS,3, flat-roof , single-Si, on roof,,,1416.33
"market for electricity, low voltage",PK,RSAS,3, slanted-roof , CIS, panel, mounted, on roof,1432.15
"market for electricity, low voltage",PK,RSAS,3, slanted-roof , CdTe, laminated, integrated, on roof,1452.75
"market for electricity, low voltage",PK,RSAS,3, slanted-roof , multi-Si, laminated, integrated, on roof,1416.33
"market for electricity, low voltage",PK,RSAS,3, slanted-roof , multi-Si, panel, mounted, on roof,1416.33
"market for electricity, low voltage",PK,RSAS,3, slanted-roof , single-Si, laminated, integrated, on roof,1416.33
"market for electricity, low voltage",PK,RSAS,3, slanted-roof , single-Si, panel, mounted, on roof,1416.33
"market for electricity, high voltage",CA-AB,CAN,156, flat-roof , multi-Si, on roof,,,817.77
"market for electricity, high voltage",CA-AB,CAN,156, flat-roof , single-Si, on roof,,,817.77
"market for electricity, high voltage",CA-AB,CAN,570, open ground , CIS, on open ground,,,1112.28
"market for electricity, high voltage",CA-AB,CAN,570, open ground , CdTe, on open ground,,,1097.81
"market for electricity, high voltage",CA-AB,CAN,570, open ground , micro-Si, on open ground,,,1127.64
"market for electricity, high voltage",CA-AB,CAN,570, open ground , multi-Si, on open ground,,,1127.64
"market for electricity, high voltage",CA-AB,CAN,570, open ground , single-Si, on open ground,,,1127.64
"market for electricity, high voltage",CA-AB,CAN,93, slanted-roof , multi-Si, laminated, integrated, on roof,817.77
"market for electricity, high voltage",CA-AB,CAN,93, slanted-roof , multi-Si, panel, mounted, on roof,817.77
"market for electricity, high voltage",CA-AB,CAN,93, slanted-roof , single-Si, laminated, integrated, on roof,817.77
"market for electricity, high voltage",CA-AB,CAN,93, slanted-roof , single-Si, panel, mounted, on roof,817.77
"market for electricity, high voltage",IN-Western grid,INDIA,156, flat-roof , multi-Si, on roof,,,
"market for electricity, high voltage",IN-Western grid,INDIA,156, flat-roof , single-Si, on roof,,,
"market for electricity, high voltage",IN-Western grid,INDIA,570, open ground , CIS, on open ground,,,
"market for electricity, high voltage",IN-Western grid,INDIA,570, open ground , CdTe, on open ground,,,
"market for electricity, high voltage",IN-Western grid,INDIA,570, open ground , micro-Si, on open ground,,,
"market for electricity, high voltage",IN-Western grid,INDIA,570, open ground , multi-Si, on open ground,,,
"market for electricity, high voltage",IN-Western grid,INDIA,570, open ground , single-Si, on open ground,,,
"market for electricity, high voltage",IN-Western grid,INDIA,93, slanted-roof , multi-Si, laminated, integrated, on roof,
"market for electricity, high voltage",IN-Western grid,INDIA,93, slanted-roof , multi-Si, panel, mounted, on roof,
"market for electricity, high voltage",IN-Western grid,INDIA,93, slanted-roof , single-Si, laminated, integrated, on roof,
"market for electricity, high voltage",IN-Western grid,INDIA,93, slanted-roof , single-Si, panel, mounted, on roof,
"market for electricity, low voltage",CN-NWG,CHN,3, slanted-roof , CIS, laminated, integrated, on roof,1154.19
"market for electricity, low voltage",CN-NWG,CHN,3, slanted-roof , CdTe, panel, mounted, on roof,1162.71
"market for electricity, low voltage",CN-NWG,CHN,3, slanted-roof , micro-Si, laminated, integrated, on roof,1145.64
"market for electricity, low voltage",CN-NWG,CHN,3, slanted-roof , micro-Si, panel, mounted, on roof,1145.64
"market for electricity, low voltage",CN-NWG,CHN,3, facade , multi-Si, laminated, integrated, at building,884.83
"market for electricity, low voltage",CN-NWG,CHN,3, facade , multi-Si, panel, mounted, at building,884.83
"market for electricity, low voltage",CN-NWG,CHN,3, facade , single-Si, laminated, integrated, at building,884.83
"market for electricity, low voltage",CN-NWG,CHN,3, facade , single-Si, panel, mounted, at building,884.83
"market for electricity, low voltage",CN-NWG,CHN,3, flat-roof , multi-Si, on roof,,,1145.64
"market for electricity, low voltage",CN-NWG,CHN,3, flat-roof , single-Si, on roof,,,1145.64
"market for electricity, low voltage",CN-NWG,CHN,3, slanted-roof , CIS, panel, mounted, on roof,1154.19
"market for electricity, low voltage",CN-NWG,CHN,3, slanted-roof , CdTe, laminated, integrated, on roof,1162.71
"market for electricity, low voltage",CN-NWG,CHN,3, slanted-roof , multi-Si, laminated, integrated, on roof,1145.64
"market for electricity, low voltage",CN-NWG,CHN,3, slanted-roof , multi-Si, panel, mounted, on roof,1145.64
"market for electricity, low voltage",CN-NWG,CHN,3, slanted-roof , single-Si, laminated, integrated, on roof,1145.64
"market for electricity, low voltage",CN-NWG,CHN,3, slanted-roof , single-Si, panel, mounted, on roof,1145.64
"market for electricity, high voltage",ER,EAF,156, flat-roof , multi-Si, on roof,,,1728.19
"market for electricity, high voltage",ER,EAF,156, flat-roof , single-Si, on roof,,,1728.19
"market for electricity, high voltage",ER,EAF,570, open ground , CIS, on open ground,,,1808.98
"market for electricity, high voltage",ER,EAF,570, open ground , CdTe, on open ground,,,1954.84
"market for electricity, high voltage",ER,EAF,570, open ground , micro-Si, on open ground,,,1810.38
"market for electricity, high voltage",ER,EAF,570, open ground , multi-Si, on open ground,,,1810.38
"market for electricity, high voltage",ER,EAF,570, open ground , single-Si, on open ground,,,1810.38
"market for electricity, high voltage",ER,EAF,93, slanted-roof , multi-Si, laminated, integrated, on roof,1728.19
"market for electricity, high voltage",ER,EAF,93, slanted-roof , multi-Si, panel, mounted, on roof,1728.19
"market for electricity, high voltage",ER,EAF,93, slanted-roof , single-Si, laminated, integrated, on roof,1728.19
"market for electricity, high voltage",ER,EAF,93, slanted-roof , single-Si, panel, mounted, on roof,1728.19
"market for electricity, low voltage",SK,CEU,3, slanted-roof , CIS, laminated, integrated, on roof,885.42
"market for electricity, low voltage",SK,CEU,3, slanted-roof , CdTe, panel, mounted, on roof,900.95
"market for electricity, low voltage",SK,CEU,3, slanted-roof , micro-Si, laminated, integrated, on roof,891.46
"market for electricity, low voltage",SK,CEU,3, slanted-roof , micro-Si, panel, mounted, on roof,891.46
"market for electricity, low voltage",SK,CEU,3, facade , multi-Si, laminated, integrated, at building,742.77
"market for electricity, low voltage",SK,CEU,3, facade , multi-Si, panel, mounted, at building,742.77
"market for electricity, low voltage",SK,CEU,3, facade , single-Si, laminated, integrated, at building,742.77
"market for electricity, low voltage",SK,CEU,3, facade , single-Si, panel, mounted, at building,742.77
"market for electricity, low voltage",SK,CEU,3, flat-roof , multi-Si, on roof,,,891.46
"market for electricity, low voltage",SK,CEU,3, flat-roof , single-Si, on roof,,,891.46
"market for electricity, low voltage",SK,CEU,3, slanted-roof , CIS, panel, mounted, on roof,885.42
"market for electricity, low voltage",SK,CEU,3, slanted-roof , CdTe, laminated, integrated, on roof,900.95
"market for electricity, low voltage",SK,CEU,3, slanted-roof , multi-Si, laminated, integrated, on roof,891.46
